Time,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Rating,AvgBoatSpeed,StrokeNumber,Dist/Stroke,Average Power
3296200,179,204,268,200,234,225,156,198,-46.125,-46.75,-48.4375,-47.375,-49.625,-44.9375,-51.3125,-47.375,13.75,11,1.5625,11.5,7.5625,7.625,13.8125,12.25,32.6875,32.125,29.625,31.3125,30,32.375,32.5,38.5625,16.75,16.8125,11.0625,16.0625,12.1875,10.6875,16.875,11.5,42,45,50,45,47,49,47,46,179,204,268,200,234,225,156,198,0.880127,0.880127,0.830078,0.820068,0.830078,0.810059,0.800049,0.919922,0.780029,0.76001,0.72998,0.77002,0.73999,0.72998,0.76001,0.700195,-13.25,-16.75,-36.375,-14.625,-12.4375,-27.75,-26.4375,-24.8125,-26.348633,-30.380825,-43.061398,-26.956944,-36.651783,-34.957237,-36.198235,-31.324673,18.629147,18.698679,28.459644,17.327703,17.983362,23.139378,21.208763,21.746979,44.844513,46.746212,36.267208,47.594189,35.217712,38.107071,49.570675,42.075321,32.052101,30.188974,28.318426,29.387478,38.255615,29.743914,21.883675,26.201916,4.474239,4.366134,6.954716,5.690629,8.543305,9.009638,7.336888,9.97578,41.712925,38.034866,15.305313,41.620335,46.703297,22.231205,29.503336,26.254547,37.5,3.359375,828,5.378906,208
3297800,195,218,257,201,211,203,147,203,-47.1875,-46.0625,-47.8125,-46.625,-48,-46,-51.75,-47.8125,7.25,9.5625,2.0625,10.8125,8.875,8.625,13.5625,12,31.9375,32.375,29.125,31.8125,30.5,31.625,33.25,38.8125,18.8125,16.5,10.375,17.375,13.5,11.125,16.375,12.625,47,46,50,46,47,48,47,47,195,218,257,201,211,203,147,203,0.859863,0.879883,0.800049,0.820068,0.820068,0.850098,0.810059,0.930176,0.76001,0.73999,0.73999,0.73999,0.709961,0.689941,0.75,0.669922,-12.25,-16.0625,-33.75,-12.75,0.25,-12.875,-31.5625,-25.0625,-30.550694,-30.915241,-41.999634,-26.306944,-24.522436,-34.948845,-37.300747,-32.534241,22.169752,20.507572,27.95747,18.272982,16.971088,22.245735,23.624523,22.73674,44.546406,46.100803,36.50581,48.16927,34.2253,40.618885,41.814663,42.203987,30.547121,29.80822,28.831554,28.704012,41.444748,28.305153,23.651978,25.534815,2.736723,3.583403,6.705171,4.853734,7.358866,8.830229,10.908832,9.524457,44.154816,38.247013,18.043304,43.187252,61.464966,42.673107,23.75,26.262627,37.5,3.519531,829,5.632813,204
3299400,188,214,266,217,226,199,176,200,-47.4375,-46.75,-49.0625,-47.125,-49.375,-45.8125,-49.1875,-46.9375,7.875,11.0625,1.8125,11.875,8.25,8.75,7.9375,12.25,31.9375,32.125,30.125,32.5625,30,30.9375,31.5,38.5625,19.5,15.1875,11.5625,17.0625,12.3125,10.875,15.75,11.375,46,46,50,46,47,48,48,47,188,214,266,217,226,199,176,200,0.889893,0.849854,0.839844,0.829834,0.829834,0.849854,0.789795,0.909912,0.75,0.72998,0.699951,0.709961,0.709961,0.689941,0.75,0.669922,-15.6875,-16.0625,-35.875,-13.6875,-11.125,-12.625,-31.8125,-25.3125,-30.063637,-30.078526,-43.387074,-25.505337,-29.241447,-35.096283,-38.229851,-31.602777,22.151548,18.16153,27.816032,16.370157,16.701296,21.892746,31.795076,22.458374,47.017387,45.934669,36.395748,47.208576,35.158417,39.834183,42.44875,40.457706,27.548679,31.233952,29.019855,30.65143,39.383324,28.833862,18.720421,26.345661,3.282382,4.669849,6.768364,5.769835,8.756966,9.43921,7.035752,10.738255,40,38.783569,16.653513,41.960785,48.188976,43.241043,21.140684,25.292397,37.5,3.5,830,5.601563,210
3300980,191,209,253,222,217,210,178,198,-46.125,-46.75,-48.875,-47.375,-49.625,-45.5625,-50.375,-47.375,8.5,10.0625,2.4375,11,7.8125,8.9375,9.375,12.25,31.9375,31.875,31.125,32.3125,30,32.125,32,38.8125,18.6875,15.5,12.3125,16.125,12.6875,10.6875,15.75,12.75,46,46,50,46,48,49,49,48,191,209,253,222,217,210,178,198,0.870117,0.859863,0.76001,0.829834,0.830078,0.800049,0.810059,0.909912,0.77002,0.740234,0.780029,0.740234,0.719971,0.719971,0.75,0.670166,-14.0625,-17.4375,-34.5625,-13.9375,-10.0625,-14.375,-31.65625,-26.125,-29.561186,-31.123055,-42.195713,-26.785463,-35.945538,-34.492691,-37.797176,-32.021252,21.978737,19.588631,27.929798,16.940603,17.93996,21.383896,28.492052,22.223747,47.300709,45.443459,36.280624,46.966351,34.716934,39.761566,44.11116,41.971653,28.337139,30.317968,28.959995,30.810526,38.580257,28.676727,22.005575,26.413223,2.383412,4.649941,6.829581,5.282523,8.762846,10.177813,5.391214,9.391381,41.072857,37.281399,17.890625,41.960785,49.686031,40.14481,22.451275,24.655548,37.5,3.5625,831,5.632813,209
3302560,215,227,261,202,233,208,170,195,-45.3125,-47.25,-48.25,-47.375,-48.4375,-46.25,-49.625,-46.1875,7,9.875,1.1875,12.125,7.75,10.3125,11.875,11.1875,32.1875,31.875,30.125,31.5625,30,31.1875,32.25,37.8125,17.375,14.9375,10.5,16.6875,13,10.5625,16.5625,11.4375,46,45,49,44,47,46,46,46,215,227,261,202,233,208,170,195,0.859619,0.919922,0.84668,0.820068,0.810059,0.830078,0.77002,0.890381,0.760254,0.679932,0.713379,0.76001,0.719971,0.719971,0.77002,0.699707,-9.9375,-19.0625,-35.875,-13.5,-5.4375,-13.375,-27.625,-25.0625,-25.563057,-31.999084,-42.898865,-26.566406,-21.337894,-32.804066,-35.849483,-31.777046,20.123636,19.387714,27.895985,16.789965,16.502651,19.742281,22.931953,24.690052,42.336235,45.53384,36.831112,47.259712,33.31031,41.88184,46.99073,41.076603,34.768227,29.558771,27.950346,30.134058,42.620811,29.142874,21.283749,24.840071,2.771904,5.519672,7.322564,5.816267,7.566226,9.233008,8.793564,9.393274,45.645161,35.663788,15.739268,42.913696,54.820717,42.453594,26.788431,25.148809,37.5,3.492188,832,5.519531,213
3304180,159,191,264,206,218,261,182,190,-46.375,-45.0625,-47.4375,-45.3125,-48.6875,-45.5625,-49.625,-46.1875,13.0625,11.0625,1.875,12.1875,7.8125,8.375,8.25,12.6875,30.3125,32.625,29.125,32.3125,29.5,33.625,30.6875,38.8125,16.25,17.6875,10.0625,17.0625,12.875,10.9375,14.6875,13.625,43,46,50,46,48,51,51,49,159,191,264,206,218,261,182,190,0.834961,0.919922,0.793213,0.799805,0.819824,0.799805,0.814941,0.890137,0.764893,0.669922,0.756592,0.75,0.72998,0.709961,0.734863,0.689697,-14.875,-15.3125,-34.0625,-13.25,-13.75,-13.125,-31.5625,-24.125,-29.366478,-28.497501,-41.420704,-24.099457,-34.417648,-33.188187,-38.228474,-30.770231,20.846395,18.206095,28.136169,16.601267,18.336094,20.618437,31.486929,22.116964,43.27037,47.462933,36.851189,47.43784,36.879234,40.80378,41.5583,42.584747,31.461752,31.502481,28.880962,31.072176,37.059242,30.127865,18.559486,27.091869,4.42148,2.828486,6.131679,4.888716,7.725431,8.449918,8.395291,8.206423,40.645161,38.689049,17.07901,41.304348,44.684254,40.962906,21.927162,25.955883,37,3.542969,833,5.742188,208
3305720,201,229,252,215,220,229,171,210,-45.0625,-47.9375,-46.5625,-47.375,-47.8125,-47.8125,-50.8125,-46.9375,8.375,9.1875,1.1875,11.6875,8.3125,9.5625,13.5625,10.8125,31.125,32.125,29.375,31.3125,29.75,31.1875,32.25,38.0625,16.75,16.0625,10.25,15.375,14.375,9.3125,16.25,11.25,45,45,49,45,47,47,46,46,201,229,252,215,220,229,171,210,0.840088,0.870117,0.899902,0.810059,0.800049,0.899902,0.800049,0.900146,0.73999,0.76001,0.670166,0.72998,0.72998,0.650146,0.75,0.689941,-12.03125,-18.125,-34.3125,-14.4375,-6.5625,-15.875,-28.3125,-25.875,-27.419231,-32.593056,-41.273346,-27.045689,-20.946875,-35.426685,-35.746788,-32.262432,20.231617,20.454144,28.409445,16.747084,16.527987,19.957054,21.042145,24.768091,44.046612,45.627003,37.693005,47.335606,34.870113,40.312351,49.382694,40.210743,32.352676,29.132595,27.068039,30.222916,42.837055,29.127625,23.281532,25.439596,3.369101,4.78626,6.829511,5.694398,5.764851,10.60297,6.293623,9.581567,43.355209,37.236534,16.720516,41.858616,53.182919,40.427216,27.088037,24.779411,38.5,3.5625,834,5.488281,215
3307280,210,205,255,208,219,229,151,197,-47.6875,-45.3125,-48.25,-45.5625,-47.125,-45.375,-50.125,-46.1875,7.125,10.3125,2.125,10.5625,8.5625,8.8125,13.25,11.8125,31.625,32.375,29.375,29,25.4375,30.6875,31.75,38.3125,16.5,16.6875,10.8125,14.5625,10.125,10.3125,31.375,11.8125,45,44,48,45,45,47,46,46,210,205,255,208,219,229,151,197,0.849854,0.860107,0.860107,0.780029,0.780029,0.810059,0.790039,0.900146,0.75,0.719971,0.639893,0.719971,0.709961,0.679932,0.72998,0.659912,-14.875,-15.5625,-34.3125,-13,-8.6875,-12.59375,-27.8125,-25.3125,-31.011875,-29.221695,-41.983509,-26.838364,-31.373915,-34.459824,-35.047554,-31.369278,21.342945,19.640154,27.710846,18.130861,17.486877,21.309372,23.036802,23.312885,44.392666,46.47736,36.84166,46.519234,36.660828,40.215317,48.755161,41.39188,29.959415,30.574768,27.376333,29.679447,39.083664,29.35704,22.506527,26.447859,4.304969,3.307715,8.07116,5.670453,6.768631,9.118271,5.701514,8.847379,41.371159,38.294449,17.726549,42.600163,51.079731,43.097782,27.086493,24.704142,38,3.535156,835,5.519531,209
3308880,184,224,317,267,277,240,194,253,-45.625,-48.375,-49.6875,-47.9375,-48.875,-46.4375,-55.125,-46.6875,8.5,9.5625,1.0625,8.5,6.8125,7.875,14.6875,11.6875,30.875,30.375,28.8125,32.5625,28.9375,31.875,30.4375,39.0625,16.625,14,7.125,13.25,12.3125,10.1875,12.875,10.875,46,46,51,48,49,50,49,48,184,224,317,267,277,240,194,253,0.839844,0.889893,0.820068,0.810059,0.800049,0.820068,0.829834,0.879883,0.719971,0.72998,0.679932,0.709961,0.689941,0.679932,0.699951,0.669922,-12.5,-19.4375,-37.4375,-13.25,-11.375,-14.875,-30.1875,-24.375,-27.776787,-32.080681,-43.920471,-27.141756,-28.453457,-34.719311,-36.872131,-31.303923,21.114843,19.792673,25.677046,17.302002,17.149446,21.454456,15.999186,22.752106,43.501858,46.056023,35.235359,45.486732,37.354527,41.713894,50.795628,43.856739,31.948942,29.472414,29.757891,29.932829,38.394905,27.634478,25.309204,25.203535,3.43436,4.678891,9.329707,7.278433,7.101121,9.197172,7.895978,8.187622,43.159611,35.835915,15.307692,43.090065,48.192772,40.303272,28.540771,26.020409,37.5,3.730469,836,5.96875,244
3310420,179,225,307,255,252,203,221,204,-45.875,-48.1875,-51.125,-47.375,-48.6875,-46,-53.1875,-46.1875,9.375,9.875,1.125,10.125,7.4375,8.9375,14.4375,11.25,30.875,32.625,31.125,33.5625,28.6875,32.125,30.9375,39.0625,16.6875,17.0625,11.5,15,11.625,11.8125,13.6875,15.75,44,45,50,46,47,48,47,48,179,225,307,255,252,203,221,204,0.809814,0.850098,0.819824,0.820068,0.789795,0.809814,0.800049,0.893066,0.760254,0.76001,0.730225,0.72998,0.710205,0.690186,0.72998,0.670166,-13.5625,-19.8125,-39.25,-14.625,-7.0625,-15.125,-28.5625,-24.25,-28.06827,-30.843578,-45.512253,-26.656982,-26.523369,-34.521805,-36.204674,-30.989162,21.114931,20.072006,26.901665,17.138062,16.916449,22.295908,16.291767,25.475836,44.771461,47.752834,38.015118,47.496899,34.336494,41.981621,47.984348,43.606041,30.305979,28.663269,28.794075,30.090889,40.377548,27.386131,28.200785,25.386295,3.80763,3.511893,6.289145,5.274154,8.369511,8.336339,7.523098,5.531827,42.100979,35.112144,14.437691,40.463318,53.796448,39.52,28.822237,25.733137,38.5,3.726563,837,5.742188,230
3311960,192,197,274,226,230,217,205,199,-45.875,-46.3125,-48.875,-46.875,-47.375,-47.125,-49.875,-47.125,8.25,10.8125,1.625,11,8.8125,10.3125,9.4375,11.9375,31.125,30.875,28.5625,31.3125,26.25,31.1875,32.25,38.5625,15.8125,16.625,10.0625,14.5625,8.3125,10.8125,16.9375,11.9375,44,43,49,45,46,46,47,47,192,197,274,226,230,217,205,199,0.870117,0.830078,0.82666,0.810059,0.780029,0.830078,0.780029,0.899902,0.706787,0.736816,0.680176,0.716797,0.686768,0.696777,0.746826,0.646973,-15.1875,-17.4375,-15.4375,-14.625,-3.375,-16.375,-31.125,-25.875,-29.721874,-30.459778,-42.534428,-27.6525,-22.186178,-33.9618,-37.192574,-31.616425,21.219769,19.794662,25.867743,17.035049,15.723957,19.586626,28.229008,24.566719,44.475262,46.840099,37.859802,46.659817,31.918392,41.689701,45.829464,39.217819,29.634949,30.003094,27.535681,29.996439,40.745384,29.562946,21.467199,26.406839,4.670019,3.362147,8.736772,6.308693,11.612267,9.160728,4.474327,9.808627,39.853893,37.16814,42.731632,41.247002,57.847168,39.265762,22.831049,24.799417,38.5,3.761719,838,5.796875,217
3313500,171,218,280,244,242,210,210,206,-46.125,-46.0625,-48.625,-47.375,-47.8125,-44.25,-49.4375,-45.75,8.1875,10.4375,1.125,9.9375,8.3125,9.375,8.25,12,30.5625,31.625,29.625,31.5625,28.9375,30.9375,31.5,38.5625,16.9375,16.4375,10.5625,13.625,11.625,10.1875,16.625,12.875,44,44,49,46,47,47,48,47,171,218,280,244,242,210,210,206,0.813232,0.820313,0.860107,0.810059,0.780029,0.810059,0.780029,0.890137,0.76001,0.719727,0.639893,0.699951,0.699951,0.679932,0.73999,0.659912,-18.375,-18.125,-35.625,-14.875,-7.0625,-11.8125,-31.5625,-24.125,-31.838415,-29.780434,-42.120964,-26.835001,-28.121254,-32.804184,-37.620697,-30.543911,22.64934,19.186897,28.493467,17.222326,16.620522,21.227173,30.778261,23.282166,42.827232,46.442299,36.599857,45.835094,34.88982,40.038635,44.446362,42.6758,29.816788,29.604727,27.612764,31.036079,39.528645,29.093132,21.476227,26.711502,4.706635,4.766077,7.293908,5.906497,8.961015,9.64106,3.299155,7.330532,36.185818,35.846031,16.719242,41.171814,53.094463,43.142147,21.949348,25.64863,38.5,3.746094,839,5.773438,222
3315020,189,222,284,218,256,209,193,209,-45.3125,-46.3125,-47.25,-44.3125,-49.625,-43.6875,-48.4375,-43.8125,5.875,10.6875,2.375,10.6875,5.4375,8.25,8.1875,12.375,30.3125,32.125,28.5625,31.5625,28.9375,31.4375,32.25,38.8125,16.9375,16.3125,10,16.3125,14,11.3125,16.1875,12.9375,45,44,48,44,46,47,47,46,189,222,284,218,256,209,193,209,0.840088,0.800049,0.840088,0.759766,0.800049,0.790283,0.76001,0.890137,0.689941,0.72998,0.629883,0.710205,0.689941,0.669678,0.719971,0.639893,-14.21875,-14.3125,-33.25,-12.3125,-15.8125,-13.625,-30,-22.0625,-33.888672,-29.380148,-39.91172,-23.551991,-39.36161,-33.411251,-36.490211,-28.969406,23.922077,18.348446,28.44533,17.842604,20.184914,23.379847,32.082657,22.767609,43.381081,46.944916,36.085823,45.490822,37.991268,40.807053,42.921406,44.312225,29.046293,30.991533,28.828007,31.571098,35.386295,27.676722,19.915047,25.985796,3.650551,3.715103,6.64084,5.095475,6.437526,8.136377,5.080895,6.934372,40.980232,40.796814,18.350849,42.174629,43.038982,40.01664,22.850504,26.323751,39,3.8125,840,5.796875,222
3316540,227,208,287,245,226,226,191,204,-44.25,-44.1875,-48.875,-45.8125,-46.0625,-43.6875,-49.625,-46,6.5,11.3125,2.75,9.375,9.0625,8.0625,10.5,11.75,31.625,29.125,29.625,26.25,29.75,30.9375,30.6875,38.0625,16.875,13.9375,11.0625,7.5625,12.875,9.625,16.5,11.0625,44,42,49,45,45,47,47,46,227,208,287,245,226,226,191,204,0.820068,0.959961,0.840088,0.789795,0.759766,0.780029,0.76001,0.870117,0.699951,0.579834,0.619873,0.680176,0.680176,0.659912,0.709961,0.629883,-13.25,-16.5,-34.0625,-13.9375,-7.25,-27.25,-28.8125,-24.625,-27.400667,-26.990826,-40.289719,-28.240891,-22.979591,-33.237423,-35.851788,-30.706961,21.382942,15.467837,28.500248,17.934986,16.724493,23.451277,27.758875,23.280167,45.491325,47.102531,36.628029,45.594135,35.442467,38.643452,49.87524,40.138309,29.701593,32.736076,28.299656,30.002033,40.756615,28.343138,19.5502,26.188637,3.424136,4.693555,6.572065,6.468847,7.076427,9.562132,2.815687,10.392891,40.85667,38.146023,18.809525,41.429729,51.195381,22.026802,25.265554,25.427509,39,3.648438,841,5.546875,226
3318040,147,220,300,231,239,210,200,199,-43.125,-44.625,-48.625,-44.5625,-47.8125,-43.6875,-47.6875,-44.8125,14.0625,10.6875,1.25,10.1875,6.9375,8.6875,9.875,12.1875,29.5,32.875,29.875,31.5625,28.375,31.625,31.1875,38.8125,17,16.4375,11.125,14.875,12.625,11.1875,15,12.25,39,43,48,43,45,45,45,45,147,220,300,231,239,210,200,199,0.810059,0.809814,0.77002,0.760254,0.780029,0.789795,0.76001,0.870117,0.709961,0.72998,0.709961,0.719727,0.699951,0.680176,0.72998,0.639893,-12.8125,-14.3125,-34.5625,-10.875,-10.0625,-13.875,-27.8125,-21.8125,-27.820936,-27.384239,-42.304337,-24.24497,-36.867401,-32.890987,-34.102413,-29.769032,22.653851,18.928455,27.464836,17.30759,19.138548,22.602673,26.043325,22.850933,42.560699,47.522842,35.877373,44.963043,35.474827,41.593994,46.948334,43.407589,30.734449,30.417398,28.75194,31.172871,37.60675,27.720488,21.975803,25.095282,4.051005,3.131299,7.905851,6.556493,7.779872,8.082848,5.032533,8.646198,41.73838,39.112904,17.914013,44.252872,49.548809,39.585064,25.198099,27.503738,40,3.640625,842,5.464844,218
3319580,188,220,279,243,235,220,160,201,-44,-45.5625,-47,-45.5625,-46.25,-44.6875,-49.625,-45.25,12.5,10.4375,0.625,12.125,8.25,9.375,14.8125,11.8125,31.125,32.375,29.375,33.0625,28.9375,31.1875,32.25,39.0625,15.625,15.5,11.3125,15.5625,13.125,10.0625,17.75,13.0625,43,43,49,44,46,46,46,46,188,220,279,243,235,220,160,201,0.790039,0.853271,0.850098,0.76001,0.800049,0.810059,0.790039,0.879883,0.72998,0.716553,0.659912,0.72998,0.679932,0.689941,0.709961,0.649902,-9.3125,-17.4375,-35.3125,-12.0625,-6.5625,-13.125,-26.9375,-24.125,-27.538124,-28.818821,-41.657051,-24.223272,-31.381008,-32.876106,-32.886826,-30.067295,18.083956,19.430143,29.853889,16.092295,18.202696,21.226048,19.056532,24.618879,40.966415,46.261375,36.35083,47.379658,35.216187,40.944324,51.031567,40.831135,36.714283,30.031178,27.906666,31.180292,39.940014,28.322815,25.891457,25.471607,4.23535,4.277307,5.888616,5.347759,6.641099,9.506813,4.02045,9.078383,46.019901,36.086609,15.785192,42.607315,52.784706,41.598022,27.709923,25.055595,38.5,3.710938,843,5.714844,218
3321100,158,215,294,237,246,233,198,208,-44,-44.4375,-47.8125,-46.375,-48,-44.5,-46.6875,-45.0625,8.8125,11.3125,2.0625,9.5,6.75,8.1875,7.6875,12.25,30.875,31.625,29.125,31.3125,27.3125,31.1875,30.9375,38.0625,18.4375,14.9375,10.3125,13.5625,11.625,9.75,13.3125,11.5,43,43,49,45,46,47,46,46,158,215,294,237,246,233,198,208,0.819824,0.81958,0.796631,0.780029,0.76001,0.790283,0.789795,0.879883,0.710205,0.710205,0.710205,0.700195,0.700195,0.679932,0.710205,0.640137,-14.625,-13.28125,-35.0625,-12.0625,-15.5,-15.625,-28.8125,-22.0625,-31.915077,-26.876633,-40.98753,-25.896137,-36.251251,-33.716717,-35.630001,-29.599186,24.040249,17.6071,29.287529,17.921757,18.585531,22.331566,31.536993,21.302521,43.729816,46.845703,35.615196,43.411263,36.176376,40.76482,41.900181,41.963516,29.631582,30.835835,28.824684,32.199734,35.504539,27.46352,21.019468,26.370356,2.598351,4.711362,6.272593,6.467243,9.733548,9.440093,5.543357,10.363607,39.232056,40.96138,16.571894,44.167336,42.975204,38.150291,22.644497,27.669174,39,3.589844,844,5.460938,223
3322600,185,226,285,232,229,228,214,207,-42.875,-45.3125,-48.25,-45.8125,-46.25,-44.25,-50.125,-45.25,8.625,9.8125,1.0625,9.625,8.375,8.0625,11.75,12.3125,32.1875,30.625,30.375,30.875,26.5,30.1875,30.9375,37.3125,17.625,14.4375,12.0625,13.8125,9.9375,9,14.875,10.4375,43,44,49,44,45,46,46,45,185,226,285,232,229,228,214,207,0.830078,0.809814,0.889893,0.759766,0.780029,0.800049,0.75,0.859863,0.720215,0.710205,0.630127,0.720215,0.680176,0.670166,0.720215,0.640137,-11.75,-17.1875,-34.3125,-13.9375,-8.6875,-13.625,-29.3125,-22.75,-26.006048,-30.876965,-41.784531,-26.825523,-28.218184,-33.842499,-35.057419,-29.447618,22.645126,19.929085,30.031008,18.187998,17.755112,22.39616,23.278418,21.643061,45.368458,45.472889,37.271603,45.632065,36.711876,40.185646,48.96096,41.531189,28.956772,29.545507,26.609627,29.728975,38.597374,27.311907,24.292595,26.212212,3.029645,5.052519,6.087765,6.450964,6.935639,10.106284,3.46803,10.613534,41.465446,36.915504,17.726549,41.564793,49.58746,41.141899,25.113123,27.252081,40,3.808594,845,5.714844,225
3324120,196,217,283,227,263,224,168,201,-42.3125,-45.8125,-48.25,-44.3125,-48.6875,-44.5,-46.6875,-45.5,8.6875,10.625,2.0625,9.5,6.375,9.375,10.5,15.0625,30.3125,32.125,28.5625,31.125,28.125,29.9375,31.1875,37.8125,15.875,16.3125,10.5,14.4375,13.25,9.625,15.375,13.5,43,44,48,45,45,46,45,46,196,217,283,227,263,224,168,201,0.790039,0.820068,0.749756,0.769775,0.769775,0.819824,0.76001,0.799805,0.72998,0.76001,0.730225,0.720215,0.710205,0.660156,0.72998,0.700195,-7.25,-16.25,-34.8125,-10.875,-14.0625,-12.3125,-28.3125,-20.6875,-22.038242,-29.868645,-41.498852,-23.40321,-36.539818,-32.655945,-33.92926,-26.687571,19.802458,19.715698,29.179338,18.639946,19.84223,20.590775,28.464062,17.5998,41.035625,47.477428,35.775036,45.530273,38.845634,41.286442,46.062565,48.108734,35.976074,29.078283,28.559134,30.818287,35.44614,27.943357,20.641609,26.626343,3.185837,3.728588,6.486495,5.011492,5.865993,10.179431,4.83176,7.665123,48.278828,37.931034,17.310789,44.324772,45.077301,43.240974,23.595507,29.782444,39,3.90625,846,5.941406,222
3325600,192,222,293,233,263,207,244,224,-42,-44.1875,-50.125,-46.375,-47.125,-44.9375,-54.625,-47.5625,9.8125,9.875,3.1875,10.5,6.9375,9,14.25,11.1875,32.1875,30.625,28.8125,31.8125,27.0625,26.9375,33.25,37.8125,15.8125,14.5,9.875,16.125,10.9375,7.0625,14.375,11.75,42,43,47,43,45,44,46,45,192,222,293,233,263,207,244,224,0.819824,0.73999,0.789551,0.779785,0.780029,0.809814,0.799805,0.899902,0.720215,0.76001,0.710205,0.720215,0.690186,0.690186,0.700195,0.620117,-7.25,-13.25,-35.0625,-14.40625,-8.1875,-15.125,-28.5625,-24.8125,-22.061766,-28.869663,-43.462685,-26.775002,-33.071667,-33.180832,-36.456032,-32.308289,19.554966,19.172525,27.353987,17.767347,18.114882,21.396654,15.553762,24.228258,42.548508,45.494991,36.39706,48.127357,35.597317,41.196861,48.215588,40.643452,34.310349,29.108948,29.200342,29.28409,38.800602,27.526764,27.842245,25.26099,3.58618,6.223533,7.048605,4.821206,7.487199,9.879717,8.388405,9.867298,46.840775,40.807915,18.887148,40.887291,51.916664,39.949749,29.658607,26.647144,40.5,3.707031,847,5.488281,234
3327120,187,231,311,273,251,209,245,186,-44.25,-46.3125,-49.6875,-46.375,-48.6875,-43.6875,-50.8125,-44.8125,9.3125,10.25,0.75,9.25,6.8125,9.0625,6.6875,12.25,31.125,32.125,28.5625,32.8125,28.125,30.4375,30.9375,39.0625,15.3125,15.9375,10.75,13.0625,12.25,11.1875,13.375,12.75,43,43,49,44,45,45,46,44,187,231,311,273,251,209,245,186,0.819824,0.810059,0.799805,0.789795,0.789795,0.789795,0.793213,0.859863,0.720215,0.709961,0.680176,0.710205,0.680176,0.680176,0.706787,0.660156,-8,-16.25,-36.6875,-12.0625,-10.5625,-25.6875,-32.0625,-23.1875,-22.635527,-30.350147,-43.614883,-26.50388,-29.087502,-32.660763,-39.656097,-30.252439,18.988426,19.241026,28.688749,17.369423,18.002449,22.942223,29.436302,24.168716,39.384548,46.078659,37.49012,45.984474,36.249683,41.204857,41.344379,38.471775,36.827091,30.143297,27.581999,30.520102,38.365555,27.243576,21.039694,27.18261,4.799936,4.537016,6.239132,6.125998,7.382313,8.609344,8.179626,10.176902,48.092869,38.204922,16.442688,43.330704,49.63385,24.283304,22.304832,25.782415,39,3.816406,848,5.800781,236
3328640,150,231,305,256,251,204,244,215,-43.6875,-46.0625,-50.6875,-46.625,-51.125,-44.25,-49.4375,-44.5625,14.625,10.5625,3.125,10,5.9375,9.125,8.375,12.1875,30.5625,31.875,30.375,31.8125,26.75,30.1875,32.75,38.0625,18.375,14.6875,11.4375,13.1875,10.75,10.25,16.125,10.625,39,43,48,44,45,46,46,45,150,231,305,256,251,204,244,215,0.810059,0.879883,0.869873,0.790039,0.819824,0.779541,0.76001,0.879883,0.72998,0.640137,0.670166,0.699951,0.680176,0.680176,0.719971,0.640137,-13.5625,-15.8125,-35.3125,-14.4375,-15.5,-21.729166,-29.3125,-22.5,-27.088028,-29.357143,-42.214645,-27.081974,-39.506943,-33.616692,-36.99197,-29.357628,22.363028,17.655294,26.582973,17.126444,18.608294,22.560415,27.427275,21.992025,44.299591,45.901569,37.742195,46.373825,36.027893,40.921406,43.36734,42.612385,30.552229,30.684254,28.964111,30.655375,36.408867,26.590166,24.045666,25.90464,2.785146,5.758882,6.710724,5.844357,8.954946,9.928017,5.159715,9.490945,40.402348,39.008793,18.966846,41.035858,45.238094,30.254688,24.486692,26.701965,39,3.851563,849,5.855469,232
